Unnamed: 0,Price,Size,Bed,Bath,Location
53,3800000,850.0,2,2,Adabor
54,3500000,750.0,2,2,Adabor
55,3500000,750.0,2,2,Adabor
57,3800000,850.0,2,2,Adabor
128,6700000,1115.0,3,3,Adabor
263,6250000,1200.0,3,3,Adabor
264,6250000,1200.0,3,3,Adabor
268,6250000,1200.0,3,3,Adabor
460,9100000,1490.0,3,3,Adabor
467,7000000,1196.0,3,3,Adabor
476,9100000,1490.0,3,3,Adabor
481,9100000,1490.0,3,3,Adabor
589,8200000,1270.0,3,3,Adabor
646,8761000,1123.0,3,3,Adabor
653,15656000,2108.0,3,3,Adabor
656,9419000,1217.0,3,2,Adabor
657,9419000,1217.0,3,2,Adabor
953,5500000,950.0,2,2,Adabor
954,6000000,950.0,2,2,Adabor
955,5000000,920.0,2,2,Adabor
1280,8600000,1300.0,3,3,Adabor
1292,8900000,1578.0,4,4,Adabor
1355,7700000,1375.0,3,3,Adabor
1356,6700000,1188.0,3,3,Adabor
1357,7900000,1421.0,3,3,Adabor
1358,6850000,1220.0,3,3,Adabor
1359,7850000,1405.0,3,3,Adabor
1416,6850000,1300.0,3,3,Adabor
1441,7850000,1405.0,3,3,Adabor
1456,17000000,2875.0,5,5,Adabor
1460,9300000,1550.0,3,3,Adabor
1481,6350000,1200.0,3,3,Adabor
1483,13200000,2600.0,4,4,Adabor
1485,6850000,1300.0,3,3,Adabor
1519,6700000,1125.0,3,3,Adabor
1521,6500000,1100.0,3,3,Adabor
1742,7685000,1450.0,3,3,Adabor
1743,7685000,1450.0,3,3,Adabor
1744,7685000,1450.0,3,3,Adabor
1745,8450000,1400.0,3,3,Adabor
1797,10075000,1550.0,3,3,Adabor
1975,12900000,1720.0,3,3,Adabor
1976,12900000,1720.0,3,3,Adabor
1977,12165000,1622.0,3,3,Adabor
1978,12165000,1622.0,3,3,Adabor
1979,8300000,1350.0,3,3,Adabor
2010,7000000,1250.0,3,3,Adabor
2057,14000000,2500.0,4,4,Adabor
2058,7000000,1250.0,3,3,Adabor
2064,5200000,950.0,2,2,Adabor
2066,5000000,900.0,2,2,Adabor
2070,10500000,1850.0,4,4,Adabor
2259,4602150,965.0,3,2,Adabor
2298,8000000,1400.0,3,3,Adabor
2327,5580000,1240.0,3,3,Adabor
2331,7150000,1300.0,3,3,Adabor
2332,7425000,1350.0,3,3,Adabor
2380,6409000,1105.0,3,3,Adabor
3016,7900000,1350.0,3,3,Adabor
3017,9800000,1480.0,3,3,Adabor
3305,5000000,1140.0,3,2,Adabor
3437,8400000,1400.0,3,3,Adabor
3456,4500000,900.0,3,2,Adabor
3514,11200000,1750.0,3,4,Adabor
3515,8088000,1348.0,3,3,Adabor
3516,8543400,1473.0,3,3,Adabor
3518,7818400,1348.0,3,3,Adabor
3519,8101500,1473.0,3,3,Adabor
3571,6500000,1175.0,3,2,Adabor
3708,8190000,1300.0,3,3,Adabor
3711,8190000,1300.0,3,3,Adabor
3712,8032500,1275.0,3,3,Adabor
3739,9880000,1520.0,3,3,Adabor
3744,7000000,1050.0,3,3,Adabor
3800,9232600,1378.0,3,3,Adabor
3860,9880000,1520.0,3,3,Adabor
3948,6500000,935.0,2,2,Adabor
4096,11200000,1750.0,3,4,Adabor
4097,11200000,1750.0,3,4,Adabor
4102,7200000,1028.0,2,2,Adabor
4103,7300000,1053.0,2,2,Adabor
4151,8700000,1467.0,3,3,Adabor
4400,6200000,1050.0,2,3,Adabor
4515,7500000,1500.0,4,4,Adabor
4516,7500000,1500.0,4,4,Adabor
4582,3900000,875.0,2,2,Adabor
7,9300000,1450.0,3,3,Adabor
13,12200000,1600.0,3,3,Adabor
26,5700000,1310.0,3,3,Adabor
62,4900000,840.0,3,2,Adabor
71,5575000,1075.0,3,2,Adabor
97,3800000,750.0,2,2,Adabor
147,6500000,1005.0,3,3,Adabor
206,11200000,1550.0,3,3,Adabor
324,13200000,1778.0,3,3,Adabor
374,5500000,1050.0,3,2,Adabor
406,9319000,1217.0,2,3,Adabor
437,13200000,1778.0,3,3,Adabor
443,13200000,1778.0,3,3,Adabor
482,3800000,750.0,2,2,Adabor
483,3800000,750.0,2,2,Adabor
510,9300000,1550.0,3,3,Adabor
616,13200000,1912.0,3,3,Adabor
645,13200000,1900.0,3,3,Adabor
646,13200000,1900.0,3,3,Adabor
647,11200000,1600.0,3,3,Adabor
648,11200000,1600.0,3,3,Adabor
661,9300000,1475.0,3,3,Adabor
678,10200000,1438.0,3,3,Adabor
745,11200000,1600.0,3,3,Adabor
754,9300000,1600.0,3,3,Adabor
755,9300000,1600.0,3,3,Adabor
756,9300000,1600.0,3,3,Adabor
776,13200000,1912.0,3,3,Adabor
778,5800000,1030.0,3,3,Adabor
811,9300000,1550.0,3,3,Adabor
1008,8450000,1400.0,3,3,Adabor
1091,6800000,1105.0,3,3,Adabor
1244,6500000,1250.0,3,3,Adabor
1285,7300000,1350.0,3,3,Adabor
1407,6900000,1090.0,3,2,Adabor
1440,17000000,2875.0,5,5,Adabor
1446,6500000,1250.0,3,3,Adabor
1447,7300000,1350.0,3,3,Adabor
1471,11000000,1532.0,3,3,Adabor
1496,8000000,1480.0,3,3,Adabor
1500,5500000,1000.0,3,2,Adabor
1543,7200000,1250.0,3,3,Adabor
1569,7500000,1324.0,3,3,Adabor
1580,7500000,1324.0,3,3,Adabor
1683,8700000,1467.0,3,3,Adabor
1686,8200000,1500.0,3,4,Adabor
1757,8200000,1500.0,3,4,Adabor
1804,3800000,700.0,2,2,Adabor
1839,5575000,1075.0,3,2,Adabor
2114,4000000,950.0,2,2,Adabor
2122,6480000,1080.0,3,2,Adabor
2201,10000000,1550.0,3,3,Adabor
2411,6659999,1110.0,3,2,Adabor
2414,8800000,1450.0,3,4,Adabor
2517,6659999,1110.0,3,2,Adabor
2583,5000000,980.0,3,2,Adabor
2605,6480000,1080.0,3,2,Adabor
2706,6800000,1040.0,2,2,Adabor
2723,6500000,1339.0,4,3,Adabor
2734,10800000,1530.0,4,3,Adabor
2746,9000000,1400.0,3,3,Adabor
2752,6000000,910.0,2,2,Adabor
2780,7600000,1170.0,3,3,Adabor
2804,10800000,1530.0,4,3,Adabor
2951,7200000,1250.0,3,3,Adabor
2989,9850000,1550.0,3,3,Adabor
3004,10800000,1530.0,4,3,Adabor
3102,9400000,1350.0,3,3,Adabor
3449,6200000,800.0,2,2,Adabor
3462,6300000,1400.0,3,3,Adabor
3466,6200000,800.0,2,2,Adabor
3603,6250000,1250.0,3,3,Adabor
3604,5330000,1050.0,3,2,Adabor
3651,9950000,1450.0,3,3,Adabor
3672,5330000,1050.0,3,2,Adabor
3673,5700000,1000.0,2,2,Adabor
3674,5330000,1050.0,3,2,Adabor
3686,4200000,800.0,2,2,Adabor
3770,9100000,1350.0,3,3,Adabor
3771,10300000,1550.0,3,3,Adabor
3936,8250000,1375.0,3,3,Adabor
3969,9950000,1480.0,3,3,Adabor
3970,9950000,1480.0,3,3,Adabor
4005,10500000,1500.0,3,3,Adabor
4006,8500000,1421.0,3,3,Adabor
4007,7381999,1220.0,3,3,Adabor
4008,8250000,1375.0,3,3,Adabor
4009,7158000,1188.0,3,3,Adabor
4010,7158000,1188.0,3,3,Adabor
4233,9950000,1480.0,3,3,Adabor
4399,6938000,1110.0,3,2,Adabor
4400,6656000,1080.0,3,2,Adabor
4401,6938000,1110.0,3,2,Adabor
4402,6656000,1080.0,3,2,Adabor
4567,8500000,1425.0,3,3,Adabor
4754,8700000,1450.0,3,3,Adabor
4755,8700000,1450.0,3,3,Adabor
4756,8700000,1450.0,3,3,Adabor
4757,8700000,1450.0,3,3,Adabor
4761,8300000,1430.0,3,3,Adabor
4762,8200000,1430.0,3,3,Adabor
4862,10500000,1500.0,3,3,Adabor
4863,10500000,1500.0,3,3,Adabor
4902,8700000,1450.0,3,3,Adabor
4934,11000000,1550.0,3,3,Adabor
4962,4400000,800.0,2,2,Adabor
4963,4400000,800.0,2,2,Adabor
4964,4400000,800.0,2,2,Adabor
4965,4400000,800.0,2,2,Adabor
4966,4400000,800.0,2,2,Adabor
4967,4400000,800.0,2,2,Adabor
4968,4400000,800.0,2,2,Adabor
4969,4400000,800.0,2,2,Adabor
4971,4400000,800.0,2,2,Adabor
4972,4400000,800.0,2,2,Adabor
4973,4400000,800.0,2,2,Adabor
4974,4400000,800.0,2,2,Adabor
5029,8700000,1450.0,3,3,Adabor
5067,8000000,1680.0,3,3,Adabor
5070,8500000,1305.0,3,3,Adabor
5177,6500000,1450.0,3,3,Adabor
5183,7500000,1450.0,3,3,Adabor
5235,8500000,1500.0,3,3,Adabor
5315,6500000,1200.0,3,3,Adabor
5332,9500000,1550.0,3,3,Adabor
5333,7859999,1310.0,3,3,Adabor
5377,6500000,1030.0,3,3,Adabor
5436,9500000,1480.0,3,3,Adabor
5515,6500000,1200.0,3,3,Adabor
5520,8000000,1300.0,3,3,Adabor
5562,5700000,1000.0,2,2,Adabor
5613,4000000,915.0,2,2,Adabor
5651,9450000,1572.0,3,3,Adabor
5675,6000000,1000.0,2,2,Adabor
5685,7500000,1300.0,3,3,Adabor
5860,8200000,1270.0,3,3,Adabor
5887,7975000,1150.0,3,3,Adabor
5888,7975000,1150.0,3,3,Adabor
5889,7975000,1150.0,3,3,Adabor
5890,7975000,1150.0,3,3,Adabor
5892,7975000,1150.0,3,3,Adabor
5893,7975000,1150.0,3,3,Adabor
5894,7975000,1150.0,3,3,Adabor
5895,7975000,1150.0,3,3,Adabor
5898,8500000,1415.0,3,3,Adabor
5956,7975000,1150.0,3,3,Adabor
6003,5500000,950.0,2,2,Adabor
6004,6000000,950.0,2,2,Adabor
6005,5000000,920.0,2,2,Adabor
6018,7700000,1375.0,3,3,Adabor
6019,7900000,1421.0,3,3,Adabor
6020,6850000,1220.0,3,3,Adabor
6044,7975000,1150.0,3,3,Adabor
6045,7975000,1150.0,3,3,Adabor
6046,7975000,1150.0,3,3,Adabor
6047,7975000,1150.0,3,3,Adabor
6048,7975000,1150.0,3,3,Adabor
6204,6700000,1188.0,3,3,Adabor
6205,7850000,1405.0,3,3,Adabor
6377,7850000,1405.0,3,3,Adabor
6727,3800000,850.0,2,2,Adabor
6728,3500000,750.0,2,2,Adabor
6729,3500000,750.0,2,2,Adabor
6730,3800000,850.0,2,2,Adabor
6743,8900000,1578.0,4,4,Adabor
6933,7000000,1300.0,3,3,Adabor
6983,6250000,1200.0,3,3,Adabor
6984,6250000,1200.0,3,3,Adabor
7036,6250000,1200.0,3,3,Adabor
7289,8600000,1300.0,3,3,Adabor
7333,12900000,1720.0,3,3,Adabor
7334,12200000,1622.0,3,3,Adabor
7433,7200000,1405.0,3,3,Adabor
7434,7200000,1405.0,3,3,Adabor
7561,12900000,1720.0,3,3,Adabor
7562,12200000,1622.0,3,3,Adabor
7576,4602000,965.0,3,2,Adabor
7581,8000000,1400.0,3,3,Adabor
7589,6409000,1105.0,3,3,Adabor
7709,7700000,1275.0,3,3,Adabor
7867,5460000,1050.0,2,2,Adabor
7889,7200000,1405.0,3,3,Adabor
8075,4500000,900.0,3,2,Adabor
8101,8088000,1348.0,3,3,Adabor
8102,8543000,1473.0,3,3,Adabor
8260,7818000,1348.0,3,3,Adabor
8261,8102000,1473.0,3,3,Adabor
8310,9880000,1520.0,3,3,Adabor
8312,7000000,1050.0,3,3,Adabor
8334,4000000,950.0,2,2,Adabor
8341,9880000,1520.0,3,3,Adabor
8345,6500000,935.0,2,2,Adabor
8793,7414000,1348.0,3,3,Adabor
8794,7929000,1367.0,3,3,Adabor
8795,8202000,1367.0,3,3,Adabor
8796,8838000,1473.0,3,3,Adabor
8866,7200000,1390.0,3,3,Adabor
8985,4500000,900.0,3,2,Adabor
8986,4500000,900.0,3,2,Adabor
9107,7700000,1275.0,3,3,Adabor
9108,4000000,800.0,2,2,Adabor
9132,8000000,1400.0,3,3,Adabor
9224,6500000,1415.0,3,3,Adabor
9348,4500000,800.0,2,2,Adabor
9840,7200000,1200.0,3,3,Adabor
9896,7500000,1050.0,3,3,Adabor
10290,5000000,950.0,2,2,Adabor
10295,6000000,1310.0,3,3,Adabor
502,9500000,1650.0,3,4,AftabNagar
545,9785000,1650.0,3,4,AftabNagar
546,9785000,1650.0,3,4,AftabNagar
585,8999000,1550.0,3,3,AftabNagar
687,6999999,1200.0,3,2,AftabNagar
959,6650999,1050.0,2,2,AftabNagar
1056,10500000,1674.0,4,3,AftabNagar
1057,10500000,1674.0,4,3,AftabNagar
1058,10500000,1674.0,4,3,AftabNagar
1494,8999999,1408.0,3,3,AftabNagar
1573,7650000,1350.0,3,3,AftabNagar
1774,6500000,1250.0,3,3,AftabNagar
1775,6500000,1250.0,3,3,AftabNagar
1850,8500000,1275.0,3,3,AftabNagar
1974,16120000,2600.0,5,4,AftabNagar
1982,16120000,2600.0,5,4,AftabNagar
1983,8060000,1300.0,3,3,AftabNagar
1985,8060000,1300.0,3,3,AftabNagar
1986,8060000,1300.0,3,3,AftabNagar
1987,8060000,1300.0,3,3,AftabNagar
1995,16120000,2600.0,5,4,AftabNagar
1996,16120000,2600.0,5,4,AftabNagar
2411,7400000,1380.0,3,3,AftabNagar
2828,10895000,1485.0,3,2,AftabNagar
2831,10258000,1394.0,2,2,AftabNagar
2835,11252000,1536.0,3,3,AftabNagar
2876,11950000,1950.0,4,4,AftabNagar
3055,8000000,1250.0,3,3,AftabNagar
3057,8000000,1250.0,3,3,AftabNagar
3061,8500000,1250.0,3,3,AftabNagar
3062,7950000,1250.0,3,3,AftabNagar
3064,7950000,1250.0,3,3,AftabNagar
3065,7950000,1250.0,3,3,AftabNagar
3066,9000000,1300.0,3,3,AftabNagar
3067,8400000,1300.0,3,3,AftabNagar
3068,9000000,1300.0,3,3,AftabNagar
3069,9000000,1300.0,3,3,AftabNagar
3070,9000000,1300.0,3,3,AftabNagar
3071,9000000,1300.0,3,3,AftabNagar
3072,9000000,1300.0,3,3,AftabNagar
3073,7950000,1250.0,3,3,AftabNagar
3074,9000000,1300.0,3,3,AftabNagar
3076,7950000,1250.0,3,3,AftabNagar
3078,7950000,1250.0,3,3,AftabNagar
3079,9000000,1300.0,3,3,AftabNagar
3157,8500000,1600.0,3,3,AftabNagar
3661,6000000,1004.0,3,2,AftabNagar
3698,6200000,1025.0,3,2,AftabNagar
3699,5900000,1170.0,3,2,AftabNagar
3701,11000000,1510.0,3,3,AftabNagar
3702,7500000,1150.0,3,3,AftabNagar
3703,6500000,1170.0,3,2,AftabNagar
3704,6800000,1025.0,3,2,AftabNagar
3705,7000000,1130.0,3,3,AftabNagar
3720,8500000,1370.0,3,3,AftabNagar
4204,7000000,1100.0,3,3,AftabNagar
4227,6200000,1050.0,2,2,AftabNagar
4228,6800000,1150.0,2,3,AftabNagar
4229,7600000,1300.0,3,3,AftabNagar
4557,9200000,1500.0,3,4,AftabNagar
4558,7000000,1400.0,3,3,AftabNagar
4559,7000000,1330.0,3,3,AftabNagar
4560,7500000,1330.0,3,3,AftabNagar
4561,7500000,1330.0,3,3,AftabNagar
4562,7500000,1330.0,3,3,AftabNagar
4567,6200000,1004.0,3,2,AftabNagar
14,4500000,750.0,2,2,AftabNagar
15,4500000,750.0,2,2,AftabNagar
17,4500000,750.0,2,2,AftabNagar
27,4500000,750.0,2,2,AftabNagar
105,8652000,1500.0,3,3,AftabNagar
179,8800000,1376.0,4,3,AftabNagar
189,7998999,1380.0,3,3,AftabNagar
448,9000000,1365.0,3,2,AftabNagar
526,12000000,1650.0,3,3,AftabNagar
546,12000000,1550.0,3,3,AftabNagar
550,8699000,1300.0,3,3,AftabNagar
654,9600000,1650.0,3,4,AftabNagar
688,9300000,1500.0,3,3,AftabNagar
689,9300000,1500.0,3,3,AftabNagar
713,9300000,1500.0,3,3,AftabNagar
850,7500000,1350.0,3,3,AftabNagar
958,6000000,1050.0,2,2,AftabNagar
974,7650000,1350.0,3,3,AftabNagar
1095,9000000,1400.0,3,3,AftabNagar
1168,12000000,1950.0,4,4,AftabNagar
1186,9000000,1300.0,3,3,AftabNagar
1212,7950000,1250.0,3,3,AftabNagar
1263,9785000,1650.0,3,4,AftabNagar
1264,9785000,1650.0,3,4,AftabNagar
1319,5900000,1170.0,3,2,AftabNagar
1320,6500000,1170.0,3,2,AftabNagar
1383,8000000,1368.0,3,3,AftabNagar
1396,11100000,1700.0,3,3,AftabNagar
1422,10000000,1650.0,3,3,AftabNagar
1473,12500000,1900.0,4,4,AftabNagar
1540,14500000,2600.0,6,6,AftabNagar
1610,6500000,1250.0,3,3,AftabNagar
1611,6500000,1250.0,3,3,AftabNagar
1651,6500000,1250.0,3,3,AftabNagar
1657,6500000,1250.0,3,3,AftabNagar
1773,12000000,1550.0,3,3,AftabNagar
1900,8500000,1180.0,3,3,AftabNagar
2003,9800000,1407.0,4,3,AftabNagar
2470,9500000,1300.0,3,3,AftabNagar
2485,5600000,1100.0,3,2,AftabNagar
2523,5000000,970.0,2,2,AftabNagar
2556,7200000,1200.0,3,3,AftabNagar
2557,7200000,1200.0,3,3,AftabNagar
2564,10500000,1460.0,3,2,AftabNagar
2650,8500000,1370.0,3,3,AftabNagar
2655,6500000,1000.0,3,3,AftabNagar
2682,6500000,1000.0,3,3,AftabNagar
2683,6500000,1000.0,3,3,AftabNagar
2684,11000000,1605.0,3,3,AftabNagar
2713,6500000,1000.0,2,3,AftabNagar
2751,5966000,970.0,2,2,AftabNagar
2891,7000000,1100.0,3,2,AftabNagar
2898,7950000,1250.0,3,3,AftabNagar
2938,6500000,1000.0,3,3,AftabNagar
3053,8000000,1250.0,3,3,AftabNagar
3064,8500000,1250.0,3,3,AftabNagar
3137,8250000,1500.0,3,3,AftabNagar
3213,6324000,1010.0,3,2,AftabNagar
3410,6500000,1000.0,3,3,AftabNagar
3459,6111000,970.0,2,2,AftabNagar
3747,9000000,1450.0,3,3,AftabNagar
3857,7000000,1200.0,3,3,AftabNagar
3859,15000000,2000.0,4,3,AftabNagar
3861,15000000,2000.0,4,3,AftabNagar
3862,15000000,2000.0,4,3,AftabNagar
3863,15000000,2000.0,4,3,AftabNagar
3864,15000000,2000.0,4,3,AftabNagar
3865,15000000,2000.0,4,3,AftabNagar
3866,15000000,2000.0,4,3,AftabNagar
3867,15000000,2000.0,4,3,AftabNagar
3868,15000000,2000.0,4,3,AftabNagar
3869,15000000,2000.0,4,3,AftabNagar
4084,7800000,1174.0,3,3,AftabNagar
4203,6000000,1000.0,3,3,AftabNagar
4747,11000000,2039.0,5,4,AftabNagar
4919,12900000,1800.0,4,4,AftabNagar
4920,6700000,900.0,2,2,AftabNagar
4921,6700000,900.0,2,2,AftabNagar
4922,12900000,1800.0,4,4,AftabNagar
4980,6700000,900.0,2,2,AftabNagar
5399,6500000,1100.0,3,3,AftabNagar
5400,6000000,1100.0,3,3,AftabNagar
5420,7500000,1340.0,3,3,AftabNagar
5447,9500000,1460.0,3,3,AftabNagar
5635,17500000,2300.0,4,4,AftabNagar
5683,14800000,2340.0,4,4,AftabNagar
6779,8000000,1250.0,3,3,AftabNagar
6780,8000000,1250.0,3,3,AftabNagar
6781,7950000,1250.0,3,3,AftabNagar
6782,7950000,1250.0,3,3,AftabNagar
6783,8400000,1300.0,3,3,AftabNagar
6784,9000000,1300.0,3,3,AftabNagar
6785,9000000,1300.0,3,3,AftabNagar
6786,9000000,1300.0,3,3,AftabNagar
6787,7950000,1250.0,3,3,AftabNagar
6788,9000000,1300.0,3,3,AftabNagar
6789,7950000,1250.0,3,3,AftabNagar
6790,9000000,1300.0,3,3,AftabNagar
7078,6000000,1036.0,3,2,AftabNagar
7335,16600000,2600.0,5,4,AftabNagar
7399,9500000,1300.0,3,3,AftabNagar
8006,8500000,1250.0,3,3,AftabNagar
8007,7950000,1250.0,3,3,AftabNagar
8008,9000000,1300.0,3,3,AftabNagar
8009,9000000,1300.0,3,3,AftabNagar
8300,8500000,1370.0,3,3,AftabNagar
8515,6300000,1010.0,3,2,AftabNagar
8516,7500000,1175.0,3,2,AftabNagar
8583,9000000,1350.0,3,3,AftabNagar
8678,7000000,1100.0,3,3,AftabNagar
8721,9200000,1500.0,3,4,AftabNagar
8722,7000000,1400.0,3,3,AftabNagar
8723,7000000,1330.0,3,3,AftabNagar
8936,4400000,870.0,2,2,AftabNagar
8937,8300000,1750.0,4,3,AftabNagar
8940,8300000,1300.0,3,3,AftabNagar
8941,8300000,1300.0,3,3,AftabNagar
8942,8300000,1300.0,3,3,AftabNagar
8943,8300000,1300.0,3,3,AftabNagar
8944,8300000,1300.0,3,3,AftabNagar
8945,7300000,1250.0,3,3,AftabNagar
8946,7300000,1250.0,3,3,AftabNagar
8948,8000000,1375.0,3,3,AftabNagar
8949,7900000,1350.0,3,3,AftabNagar
8953,9500000,1550.0,3,3,AftabNagar
8973,5650000,1150.0,3,3,AftabNagar
8974,5700000,1175.0,3,3,AftabNagar
8980,15500000,2686.0,5,5,AftabNagar
9095,9500000,1550.0,3,3,AftabNagar
9096,5500000,1100.0,3,2,AftabNagar
9572,8500000,1520.0,3,3,AftabNagar
99,4704000,980.0,2,2,Agargaon
100,5280000,1100.0,3,2,Agargaon
101,5280000,1100.0,3,2,Agargaon
102,5280000,1100.0,3,2,Agargaon
115,4704000,980.0,2,2,Agargaon
144,4704000,980.0,2,2,Agargaon
145,4704000,980.0,2,2,Agargaon
151,4704000,980.0,2,2,Agargaon
152,4704000,980.0,2,2,Agargaon
153,5184000,1080.0,2,2,Agargaon
169,4704000,980.0,2,2,Agargaon
475,3000000,650.0,2,2,Agargaon
725,6500000,1258.0,3,3,Agargaon
915,6424000,1168.0,3,3,Agargaon
918,6231500,1133.0,3,3,Agargaon
1006,6500000,1250.0,3,3,Agargaon
1151,7800000,1384.0,3,3,Agargaon
1213,4800000,1200.0,3,3,Agargaon
1321,7800000,1384.0,3,3,Agargaon
1593,8100000,1500.0,3,3,Agargaon
1707,4300000,1000.0,3,2,Agargaon
1905,7300000,1250.0,3,3,Agargaon
2131,8000000,1425.0,3,3,Agargaon
2132,8000000,1425.0,3,3,Agargaon
2133,8000000,1425.0,3,3,Agargaon
2134,8000000,1425.0,3,3,Agargaon
2135,8000000,1425.0,3,3,Agargaon
2170,3700000,765.0,2,2,Agargaon
2187,7000000,1075.0,3,2,Agargaon
2353,6500000,1295.0,3,2,Agargaon
2388,6500000,1500.0,3,3,Agargaon
2463,7315000,1330.0,3,2,Agargaon
2472,6300000,1260.0,3,2,Agargaon
2510,7000000,1150.0,3,3,Agargaon
2749,7500000,1420.0,3,3,Agargaon
2766,6200000,1250.0,3,3,Agargaon
3003,6700000,1220.0,3,2,Agargaon
3006,6000000,1050.0,3,3,Agargaon
3007,8000000,1550.0,3,3,Agargaon
3008,8000000,1550.0,3,3,Agargaon
3045,8000000,1550.0,3,3,Agargaon
3253,5500000,1150.0,3,3,Agargaon
3806,3000000,750.0,2,2,Agargaon
3958,6325000,1150.0,3,2,Agargaon
4214,7200000,1275.0,3,3,Agargaon
311,5700000,1150.0,3,3,Agargaon
1448,8000000,1425.0,3,3,Agargaon
1449,8000000,1425.0,3,3,Agargaon
1501,9000000,1384.0,3,3,Agargaon
1532,7200000,1275.0,3,3,Agargaon
1575,9200000,1384.0,3,3,Agargaon
1576,5500000,887.0,2,2,Agargaon
1699,3675000,650.0,2,2,Agargaon
1770,6500000,1000.0,3,3,Agargaon
1884,7300000,1440.0,3,4,Agargaon
3660,7200000,1070.0,3,2,Agargaon
3688,11700000,1800.0,4,4,Agargaon
3752,6500000,1300.0,2,2,Agargaon
3882,7450000,1290.0,3,3,Agargaon
3945,6300000,950.0,2,2,Agargaon
4081,4992000,960.0,3,2,Agargaon
4403,5500000,895.0,2,2,Agargaon
4572,5208000,765.0,2,2,Agargaon
5023,6600000,1175.0,3,3,Agargaon
5391,7200000,1309.0,3,3,Agargaon
5488,8000000,1250.0,3,3,Agargaon
5534,7000000,1150.0,3,3,Agargaon
5552,5208000,765.0,2,2,Agargaon
5655,6000000,1085.0,3,2,Agargaon
5746,5000000,1200.0,3,3,Agargaon
5809,4830000,950.0,3,2,Agargaon
5857,3000000,650.0,2,2,Agargaon
5882,4500000,1000.0,3,2,Agargaon
5955,6600000,1205.0,3,3,Agargaon
6041,6800000,1220.0,3,3,Agargaon
6121,6600000,1205.0,3,3,Agargaon
6122,6800000,1220.0,3,3,Agargaon
6613,8000000,1550.0,3,3,Agargaon
6646,6250000,1250.0,3,3,Agargaon
6649,7000000,1150.0,3,2,Agargaon
6742,4800000,1200.0,3,3,Agargaon
6745,8100000,1500.0,3,3,Agargaon
6778,8000000,1550.0,3,3,Agargaon
6821,5500000,1300.0,3,3,Agargaon
6868,4704000,980.0,2,2,Agargaon
6869,4704000,980.0,2,2,Agargaon
6947,5280000,1100.0,3,2,Agargaon
6948,5280000,1100.0,3,2,Agargaon
6949,5280000,1100.0,3,2,Agargaon
6958,4704000,980.0,2,2,Agargaon
6959,4704000,980.0,2,2,Agargaon
6961,4704000,980.0,2,2,Agargaon
6962,4704000,980.0,2,2,Agargaon
6963,5184000,1080.0,2,2,Agargaon
6970,4704000,980.0,2,2,Agargaon
7109,6500000,1258.0,3,3,Agargaon
7144,6200000,1250.0,3,3,Agargaon
7211,6423999,1168.0,3,3,Agargaon
7212,6231000,1133.0,3,3,Agargaon
7258,7800000,1384.0,3,3,Agargaon
7298,7800000,1384.0,3,3,Agargaon
7513,4300000,1000.0,3,2,Agargaon
7552,7300000,1250.0,3,3,Agargaon
7574,8000000,1425.0,3,3,Agargaon
7600,7315000,1330.0,3,2,Agargaon
7699,5940000,1080.0,2,2,Agargaon
7702,5000000,1075.0,3,3,Agargaon
7739,3700000,765.0,2,2,Agargaon
7742,7000000,1075.0,3,2,Agargaon
7751,6500000,1295.0,3,2,Agargaon
7753,6500000,1500.0,3,3,Agargaon
7761,6300000,1260.0,3,2,Agargaon
7906,5390000,980.0,2,2,Agargaon
7907,5390000,980.0,2,2,Agargaon
7908,5390000,980.0,2,2,Agargaon
7909,5390000,980.0,2,2,Agargaon
7910,5940000,1080.0,2,2,Agargaon
7911,5940000,1080.0,2,2,Agargaon
7912,5940000,1080.0,2,2,Agargaon
7914,6325000,1150.0,3,2,Agargaon
7924,5700000,1100.0,2,2,Agargaon
8001,6700000,1220.0,3,2,Agargaon
8004,8000000,1550.0,3,3,Agargaon
8005,6000000,900.0,3,2,Agargaon
8032,6500000,1200.0,3,3,Agargaon
8114,3000000,750.0,2,2,Agargaon
8168,6325000,1150.0,3,2,Agargaon
8169,6325000,1150.0,3,2,Agargaon
8170,6325000,1150.0,3,2,Agargaon
8171,7425000,1350.0,4,2,Agargaon
8173,7425000,1350.0,4,2,Agargaon
8180,4170000,695.0,2,2,Agargaon
8472,6325000,1150.0,3,2,Agargaon
8473,6325000,1150.0,3,2,Agargaon
8683,5000000,887.0,2,2,Agargaon
8854,5000000,1028.0,3,3,Agargaon
8858,5000000,1050.0,3,2,Agargaon
8956,6400000,1230.0,3,3,Agargaon
8957,6200000,1200.0,3,2,Agargaon
8958,6400000,1230.0,3,3,Agargaon
8959,6200000,1200.0,3,3,Agargaon
8960,5500000,1100.0,3,2,Agargaon
8961,5600000,1130.0,3,3,Agargaon
8962,5500000,1100.0,3,2,Agargaon
8963,5500000,1100.0,3,2,Agargaon
8965,5600000,1130.0,3,3,Agargaon
8976,4200000,815.0,2,2,Agargaon
9004,4800000,825.0,2,2,Agargaon
9382,8000000,1500.0,3,3,Agargaon
9404,7425000,1350.0,4,2,Agargaon
9405,7425000,1350.0,4,2,Agargaon
9406,7425000,1350.0,4,2,Agargaon
9424,10500000,1600.0,4,4,Agargaon
9438,6000000,1075.0,3,3,Agargaon
9504,4500000,1100.0,3,2,Agargaon
9542,3700000,970.0,2,2,Agargaon
9566,6700000,1220.0,3,2,Agargaon
